brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Meizu,U10,2016  August,5.0 inches (~69.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2760 mAh battery,160
ZTE,Blade V8,2017  January,5.2 inches (~70.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2730 mAh battery,250
Archos,55 Cobalt Plus,2016  January,5.5 inches (~71.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2700 mAh battery,
HTC,Desire 825,2016  February,5.5 inches (~69.1% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2700 mAh battery,240
Gionee,Elife S7,2015  March,5.2 inches (~69.2% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2700 mAh battery,400
Asus,Zenfone Live ZB501KL,2017  February,5.0 inches (~68.1% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2650 mAh battery,150
Nokia,3,2017  February,5.0 inches (~67.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2630 mAh battery,160
Oppo,A37,2016  June,5.0 inches (~67.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2630 mAh battery,220
Sony,Xperia L1,2017  March,5.5 inches (~74.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2620 mAh battery,200
alcatel,Idol 4,2016  February,5.2 inches (~69.9% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2610 mAh battery,250
Sony,Xperia C4 Dual,2015  May,5.5 inches (~71.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,270
Sony,Xperia C4,2015  May,5.5 inches (~71.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,220
Samsung,Galaxy A7 Duos,2015  January,5.5 inches (~72.5% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,300
Samsung,Galaxy A7,2015  January,5.5 inches (~72.5% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,300
Panasonic,Lumix Smart Camera CM1,2014  September,4.7 inches (~66.1% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,830
Sony,Xperia Z3 Compact,2014  September,4.6 inches (~70.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,300
HTC,One (E8) CDMA,2014  August,5.0 inches (~66.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2600 mAh battery,350
ZTE,Blade A512,2016  July,5.2 inches (~63.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2540 mAh battery,170
LG,X cam,2016  February,5.2 inches (~68.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2520 mAh battery,320
BenQ,F5,2014  September,5.0 inches (~66.2% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2520 mAh battery,100
BlackBerry,Classic,2014  June,3.5 inches (~40.8% screen-to-body ratio),BlackBerry,16,2,Non-removable Li-Ion 2515 mAh battery,290
ZTE,Blade V8 Lite,2017  February,5.0 inches (~67.9% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,170
Coolpad,Modena 2,2016  September,5.5 inches (~70.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,180
ZTE,Blade A2,2016  June,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,130
ZTE,Blade V7,2016  February,5.2 inches (~70.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,180
ZTE,Blade V7 Lite,2016  February,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,120
alcatel,Fierce 4,2016  August,5.5 inches (~71.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,80
alcatel,Fierce XL,2015  October,5.5 inches (~70.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,130
Panasonic,Eluga U2,2015  February,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,220
BlackBerry,Classic Non Camera,2015  February,3.5 inches (~41.7% screen-to-body ratio),BlackBerry,16,2,Non-removable Li-Ion 2500 mAh battery,230
Panasonic,Eluga Mark,2015  December,5.5 inches (~71.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,200
Panasonic,Eluga U,2014  July,5.0 inches (~72.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,240
alcatel,Idol X+,2014  January,5.0 inches (~71.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2500 mAh battery,290
Motorola,Moto G Turbo Edition,2015  November,5.0 inches (~67.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2470 mAh battery,280
alcatel,Shine Lite,2016  September,5.0 inches (~68.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2460 mAh battery,200
Samsung,Galaxy J5 Prime,2016  September,5.0 inches (~69.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2400 mAh battery,230
Gionee,S5.1 Pro,2015  September,5.0 inches (~67.9% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2400 mAh battery,
Micromax,Canvas Nitro 2 E311,2015  May,5.0 inches,Android,16,2,Non-removable Li-Ion 2400 mAh battery,150
ZTE,Blade S6,2015  January,5.0 inches (~67.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2400 mAh battery,220
Sony,Xperia ZL,2013  January,5.0 inches (~75.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2370 mAh  battery,260
Samsung,Galaxy A3 (2017),2017  January,4.7 inches (~67.9% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2350 mAh battery,330
vivo,Y51,2015  December,5.0 inches (~66.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2350 mAh battery,130
Wiko,Highway 4G,2014  May,5.0 inches (~68.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2350 mAh battery,300
Sony,Xperia Z,2013  January,5.0 inches (~69.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2330 mAh battery,270
HTC,One A9s,2016  September,5.0 inches (~65.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,350
Sony,Xperia XA,2016  February,5.0 inches (~71.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,200
Sony,Xperia XA Dual,2016  February,5.0 inches (~71.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,250
Archos,Diamond S,2015  September,5.0 inches (~66.5% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,
vivo,X5Max+,2015  March,5.5 inches (~69.5% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,430
Intex,Aqua 4G+,2015  June,5.0 inches (~69.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,
BLU,Selfie,2015  April,4.7 inches (~62.9% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,
Samsung,Galaxy A5,2014  October,5.0 inches (~71.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,260
Samsung,Galaxy A5 Duos,2014  October,5.0 inches (~71.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,290
Allview,X2 Soul,2014  May,5.0 inches (~67.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,340
QMobile,Noir Z6,2014  July,5.0 inches (~67.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,200
ZTE,nubia Z7 mini,2014  July,5.0 inches (~69.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,180
Sony,Xperia Z1 Compact,2014  January,4.3 inches (~61.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,320
Gionee,Elife S5.5,2014  February,5.0 inches (~67.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,270
Micromax,Canvas Selfie A255,2014  December,4.7 inches,Android,16,2,Non-removable Li-Ion 2300 mAh battery,240
Acer,Liquid Jade S,2014  December,5.0 inches (~69.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2300 mAh battery,200
Micromax,Canvas Knight 2 E471,2015  June,5.0 inches,Android,16,2,Non-removable Li-Ion 2260 mAh battery,230
vivo,X5,2014,5.0 inches (~67.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2250 mAh battery,
Panasonic,Eluga Pulse,2017  March,5.0 inches (~67.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,130
HTC,Desire 650,2016  November,5.0 inches (~66.2% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,200
ZTE,nubia My Prague,2015  June,5.2 inches (~70.0% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,350
ZTE,Blade D6,2015  July,5.0 inches (~69.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,
Huawei,Enjoy 5s,2015  December,5.0 inches (~67.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,200
Huawei,P8lite ALE-L04,2015  April,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,230
Huawei,P8lite,2015  April,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2200 mAh battery,170
HTC,One A9,2015  September,5.0 inches (~66.8% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2150 mAh battery,300
LG,Optimus Vu II,2013  February,5.0 inches (~68.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2150 mAh battery,
Oppo,N1 mini,2014  August,5.0 inches (~64.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2140 mAh battery,330
Motorola,DROID Ultra,2013  July,5.0 inches (~70.4% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2130 mAh battery,250
Sharp,Aquos Crystal 2,2015  May,5.2 inches (~77.2% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2030 mAh battery,
HTC,DROID DNA,2012  November,5.0 inches (~69.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2020 mAh battery,280
Intex,Aqua Xtreme II,2015  June,5.0 inches (~68.5% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2000 mAh battery,
BLU,Life One X,2014  January,5.0 inches (~67.1% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2000 mAh battery,210
ZTE,nubia Z5S mini NX405H,2014  August,4.7 inches (~68.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2000 mAh battery,210
Micromax,Canvas Turbo,2013  October,5.0 inches,Android,16,2,Non-removable Li-Ion 2000 mAh battery,240
Motorola,DROID Mini,2013  July,4.3 inches (~68.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 2000 mAh battery,180
XOLO,Hive 8X-1000,2014  August,5.0 inches (~70.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 1920 mAh battery,170
Coolpad,Torino S,2016  January,4.7 inches (~64.6% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 1800 mAh battery,180
BenQ,B502,2014  October,5.0 inches (~68.7% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 1800 mAh battery,
ZTE,Grand S,2013  January,5.0 inches (~69.3% screen-to-body ratio),Android,16,2,Non-removable Li-Ion 1780 mAh battery,430
Asus,Zenpad 10 Z300M,2016  May,10.1 inches (~68.4% screen-to-body ratio),Android,16,2,Non-removable battery (18 Wh),
HTC,One (M8i),Not announced yet,5.0 inches,Android,16,2,Non-removable battery,
LG,G Pad III 8.0 FHD,2016  May,8.0 inches (~71.0% screen-to-body ratio),Android,16,2,Non-removable 4800 mAh battery,350
Meizu,M3 Note,2016  April,5.5 inches (~71.2% screen-to-body ratio),Android,16,2,Non-removable 4100 mAh battery,180
Motorola,Droid Maxx 2,2015  October,5.5 inches (~74.4% screen-to-body ratio),Android,16,2,Non-removable 3630 mAh battery,330
Motorola,Moto X Play Dual SIM,2015  July,5.5 inches (~75.1% screen-to-body ratio),Android,16,2,Non-removable 3630 mAh battery,250
Motorola,Moto X Play,2015  July,5.5 inches (~74.4% screen-to-body ratio),Android,16,2,Non-removable 3630 mAh battery,240
Meizu,M1 Note,2014  December,5.5 inches (~72.9% screen-to-body ratio),Android,16,2,Non-removable 3140 mAh battery,130
Meizu,M5,2016  October,5.2 inches (~69.5% screen-to-body ratio),Android,16,2,Non-removable 3070 mAh battery,120
Meizu,M3s,2016  June,5.0 inches (~69.5% screen-to-body ratio),Android,16,2,Non-removable 3020 mAh battery,120
Meizu,M5c,2017  May,5.0 inches (~67.9% screen-to-body ratio),Android,16,2,Non-removable 3000 mAh battery,140
Huawei,Honor 5c,2016  April,5.2 inches (~68.7% screen-to-body ratio),Android,16,2,Non-removable 3000 mAh battery,170
Huawei,G8,2015  July,5.5 inches (~71.7% screen-to-body ratio),Android,16,2,Non-removable 3000 mAh battery,330
Meizu,M3,2016  April,5.0 inches (~70.1% screen-to-body ratio),Android,16,2,Non-removable 2870 mAh battery,130
Meizu,M2,2015  July,5.0 inches (~71.4% screen-to-body ratio),Android,16,2,Non-removable 2500 mAh battery,130
Micromax,Canvas Evok Power Q4260,2017  April,5.0 inches (~66.0% screen-to-body ratio),Android,16,2,Li-Po 4000 mAh battery,100
BLU,Life Max,2016  November,5.5 inches (~70.0% screen-to-body ratio),Android,16,2,Li-Po 3700 mAh battery,
verykool,Sl5200 Eclipse,2016  November,5.2 inches (~67.8% screen-to-body ratio),Android,16,2,Li-Po 2900 mAh battery,
BQ,Aquaris E5s,2015,5.0 inches (~66.7% screen-to-body ratio),Android,16,2,Li-Po 2850 mAh battery,210
Wiko,Pulp Fab,2015  October,5.5 inches (~68.0% screen-to-body ratio),Android,16,2,Li-Po 2820 mAh battery,
Wiko,U Feel Lite,2016  February,5.0 inches (~67.2% screen-to-body ratio),Android,16,2,Li-Po 2500 mAh battery,
Wiko,Pulp,2015  November,5.0 inches (~66.5% screen-to-body ratio),Android,16,2,Li-Po 2500 mAh battery,
Wiko,Highway Star 4G,2015  March,5.0 inches (~68.5% screen-to-body ratio),Android,16,2,Li-Po 2450 mAh battery,
Karbonn,Titanium Hexa,2014  March,5.5 inches (~70.5% screen-to-body ratio),Android,16,2,Li-Po 2050 mAh battery,200
Lenovo,ideapad,,8.0 inches (~66.4% screen-to-body ratio),Windows Phone,16,2,Li-Ion battery,130
Philips,V787,2015  December,5.0 inches (~67.3% screen-to-body ratio),Android,16,2,Li-Ion 5000 mAh battery,
Panasonic,P85,2017  May,5.0 inches (~65.8% screen-to-body ratio),Android,16,2,Li-Ion 4000 mAh battery,90
ZTE,Max XL,2017  April,6.0 inches (~71.7% screen-to-body ratio),Android,16,2,Li-Ion 3990 mAh battery,120
Micromax,Canvas Unite 4 Pro,2016  June,5.0 inches,Android,16,2,Li-Ion 3900 mAh battery,
Panasonic,P66,2016  February,5.0 inches (~68.3% screen-to-body ratio),Android,16,2,Li-Ion 3200 mAh battery,110
Huawei,Honor 6A,2017  May,5.0 inches (~67.5% screen-to-body ratio),Android,16,2,Li-Ion 3020 mAh battery,150
Huawei,Y6 (2017),2017  May,5.0 inches (~66.6% screen-to-body ratio),Android,16,2,Li-Ion 3000 mAh battery,150
Huawei,Y5 (2017),2017  April,5.0 inches (~66.6% screen-to-body ratio),Android,16,2,Li-Ion 3000 mAh battery,160
Philips,I928,2015  September,6.0 inches (~75.8% screen-to-body ratio),Android,16,2,Li-Ion 3000 mAh battery,
Philips,S616,2015  November,5.5 inches (~81.4% screen-to-body ratio),Android,16,2,Li-Ion 3000 mAh battery,
Philips,I908,2015  August,5.0 inches (~68.9% screen-to-body ratio),Android,16,2,Li-Ion 3000 mAh battery,
alcatel,A5 LED,2017  February,5.2 inches (~70.8% screen-to-body ratio),Android,16,2,Li-Ion 2800 mAh battery,200
Panasonic,Eluga Tapp,2016  October,5.0 inches (~67.9% screen-to-body ratio),Android,16,2,Li-Ion 2800 mAh battery,150
Panasonic,Eluga I3,2016  April,5.5 inches (~71.7% screen-to-body ratio),Android,16,2,Li-Ion 2700 mAh battery,150
Panasonic,P88,2016  December,5.3 inches,Android,16,2,Li-Ion 2600 mAh battery,160
Micromax,Unite 4 plus,2016  July,5.0 inches,Android,16,2,Li-Ion 2500 mAh battery,
QMobile,Noir X950,2015  June,5.0 inches (~72.9% screen-to-body ratio),Android,16,2,Li-Ion 2500 mAh battery,200
Celkon,Q500 Millennium Ultra,2014,5.0 inches (~65.9% screen-to-body ratio),Android,16,2,Li-Ion 2500 mAh battery,120
ZTE,Blade A520,2017  March,5.0 inches (~67.4% screen-to-body ratio),Android,16,2,Li-Ion 2400 mAh battery,
Gionee,P7,2016  December,5.0 inches,Android,16,2,Li-Ion 2300 mAh battery,140
Huawei,Honor 5A,2016  June,5.0 inches (~65.9% screen-to-body ratio),Android,16,2,Li-Ion 2200 mAh battery,120
QMobile,Noir X900,2015  February,5.0 inches (~68.8% screen-to-body ratio),Android,16,2,Li-Ion 2100 mAh battery,160
Micromax,Canvas 5 Lite Q462,2016  September,5.0 inches (~65.1% screen-to-body ratio),Android,16,2,Li-Ion 2000 mAh battery,
QMobile,Noir X800,2014  September,4.7 inches (~64.9% screen-to-body ratio),Android,16,2,Li-Ion 2000 mAh battery,110
QMobile,Noir i12,2014  July,5.0 inches (~69.3% screen-to-body ratio),Android,16,2,Li-Ion 2000 mAh battery,160
Panasonic,Eluga Arc,2016  April,4.7 inches (~65.4% screen-to-body ratio),Android,16,2,Li-Ion 1800 mAh battery,
QMobile,Noir X600,2015  February,5.0 inches,Android,16,2,Li-Ion 1800 mAh battery,150
Celkon,2GB Xpress,2015  July,4.5 inches (~64.9% screen-to-body ratio),Android,16,2,Li-Ion 1500 mAh battery,
Lenovo,ZUK Z1 mini,Exp. announcement 2016  Q1,4.7 inches,Android,16,2,,
Xiaomi,Redmi Note 4G,2014  August,5.5 inches (~68.8% screen-to-body ratio),Android,8,2,Removable Li-Po 3100 mAh battery,160
Lenovo,A7000,2015  March,5.5 inches (~71.7% screen-to-body ratio),Android,8,2,Removable Li-Po 2900 mAh battery,150
XOLO,Era X,2016  February,5.0 inches (~65.8% screen-to-body ratio),Android,8,2,Removable Li-Po 2500 mAh battery,
Huawei,Honor 3C,2013  December,5.0 inches (~69.2% screen-to-body ratio),Android,8,2,Removable Li-Po 2300 mAh battery,140
XOLO,Cube 5.0,2015  June,5.0 inches (~67.9% screen-to-body ratio),Android,8,2,Removable Li-Po 2100 mAh battery,
XOLO,Play 6X-1000,2014  June,5.0 inches (~70.2% screen-to-body ratio),Android,8,2,Removable Li-Po 2100 mAh battery,
Lava,X3,2016  January,5.0 inches (~66.5% screen-to-body ratio),Android,8,2,Removable Li-Ion 2500 mAh battery,100
Micromax,A310 Canvas Nitro,2014  September,5.0 inches,Android,8,2,Removable Li-Ion 2500 mAh battery,170
Samsung,Galaxy K zoom,2014  April,4.8 inches (~65.2% screen-to-body ratio),Android,8,2,Removable Li-Ion 2430 mAh battery,440
ZTE,Grand S Pro,2014  June,5.0 inches (~68.2% screen-to-body ratio),Android,8,2,Removable Li-Ion 2300 mAh battery,
ZTE,Grand X Plus Z826,2014  December,5.0 inches (~64.5% screen-to-body ratio),Android,8,2,Removable Li-Ion 2300 mAh battery,
Sony,Xperia ZR,2013  May,4.55 inches (~64.6% screen-to-body ratio),Android,8,2,Removable Li-Ion 2300 mAh battery,230
ZTE,Geek V975,2013  April,5.0 inches (~67.9% screen-to-body ratio),Android,8,2,Removable Li-ion 2300 mAh battery,
Huawei,Honor 2,2012  October,4.5 inches (~61.7% screen-to-body ratio),Android,8,2,Removable Li-Ion 2230 mAh battery,150
Gigabyte,GSmart GX2,2014  August,5.0 inches (~64.1% screen-to-body ratio),Android,8,2,Removable Li-Ion 2200 mAh battery,
Huawei,Honor 3,2013  August,4.7 inches (~68.1% screen-to-body ratio),Android,8,2,Removable Li-Ion 2150 mAh battery,230
Huawei,Ascend G700,2013,5.0 inches (~66.4% screen-to-body ratio),Android,8,2,Removable Li-Ion 2150 mAh battery,190
Micromax,Canvas Amaze Q395,2015  October,5.0 inches,Android,8,2,Removable Li-Ion 2000 mAh battery,
Samsung,Galaxy Camera 2 GC200,2014  January,4.8 inches (~67.3% screen-to-body ratio),Android,8,2,Removable Li-Ion 2000 mAh battery,330
Prestigio,Multipad 4 Quantum 9.7,2013,9.7 inches (~65.2% screen-to-body ratio),Android,8,2,Non-removable Li-Po 8000 mAh battery,200
Lava,Fuel F1,2015  September,5.0 inches (~67.9% screen-to-body ratio),Android,8,2,Non-removable Li-Po 4000 mAh battery,
Huawei,Honor 4X,2014  October,5.5 inches (~70.6% screen-to-body ratio),Android,8,2,Non-removable Li-Po 3000 mAh battery,200
Lenovo,S60,2015  January,5.0 inches (~66.8% screen-to-body ratio),Android,8,2,Non-removable Li-Po 2150 mAh battery,280
Asus,Zenfone 5 A501CG,2015  January,5.0 inches (~63.9% screen-to-body ratio),Android,8,2,Non-removable Li-Po 2110 mAh battery,120
YU,Yunique Plus,2016  August,4.7 inches,Android,8,2,Non-removable Li-Po 2000 mAh battery,80
Huawei,Ascend Mate,2013  January,6.1 inches (~73.2% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 4050 mAh battery,230
Micromax,Canvas Juice 4G Q461,2016  February,5.0 inches (~67.1% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 4000 mAh battery,
XOLO,Era 4K,2016  February,5.0 inches (~67.1% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 4000 mAh battery,
Micromax,Canvas Juice 3 Q392,2015  September,5.0 inches,Android,8,2,Non-removable Li-Ion 4000 mAh battery,
alcatel,Hero,2013  September,6.0 inches (~77.7% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 3400 mAh battery,370
Micromax,Canvas Juice 2 AQ5001,2015  March,5.0 inches,Android,8,2,Non-removable Li-Ion 3000 mAh battery,130
Cat,S50,2014  September,4.7 inches (~54.7% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 2630 mAh battery,460
Huawei,Honor 4C,2015  April,5.0 inches (~66.9% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 2550 mAh battery,170
Coolpad,Shine,2015  October,5.5 inches (~70.6% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 2500 mAh battery,200
Sony,Xperia M4 Aqua,2015  March,5.0 inches (~65.2% screen-to-body ratio),Android,8,2,Non-removable Li-Ion 2400 mAh battery,200
