brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Coolpad,Porto,2015  August,4.7 inches (~64.6% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1800 mAh battery,150
HTC,One VX,2012  October,4.5 inches (~61.9% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1800 mAh battery,290
Panasonic,Eluga Power,2012  February,5.0 inches (~72.4% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1800 mAh battery,500
Motorola,Photon Q 4G LTE XT897,2012  July,4.3 inches (~61.1% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1785 mAh battery,220
Vodafone,Smart speed 6,2015  September,4.5 inches (~64.8% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1780 mAh battery,70
Motorola,Electrify 2 XT881,2012  July,4.3 inches (~60.3% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1780 mAh battery,260
Motorola,ATRIX HD MB886,2012  July,4.5 inches (~59.8% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1780 mAh battery,220
HTC,DROID Incredible 4G LTE,2012  May,4.0 inches (~59.3% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1700 mAh battery,270
Panasonic,Eluga DL1,2012  February,4.3 inches (~66.8% screen-to-body ratio),Android,8,1,Non-removable Li-Ion 1150 mAh battery,360
HP,7 VoiceTab,2014  October,6.95 inches (~69.2% screen-to-body ratio),Android,8,1,Non-removable battery,140
HP,Slate 7,2013  February,7.0 inches (~60.3% screen-to-body ratio),Android,8,1,Non-removable battery,130
Vodafone,Smart Tab 4G,2014  October,8.0 inches (~68.6% screen-to-body ratio),Android,8,1,Non-removable 4060 mAh battery,
Posh,Titan Max HD E600,2014  November,6.0 inches (~71.3% screen-to-body ratio),Android,8,1,Li-Po 3000 mAh battery,
verykool,s5526 Alpha,2017  May,5.5 inches (~71.0% screen-to-body ratio),Android,8,1,Li-Po 2800 mAh battery,
verykool,s5524 Maverick III Jr.,2016  September,5.5 inches (~70.8% screen-to-body ratio),Android,8,1,Li-Po 2800 mAh battery,
verykool,s5525 Maverick III,2016  September,5.5 inches (~70.8% screen-to-body ratio),Android,8,1,Li-Po 2800 mAh battery,
Lava,X28,2016  September,5.5 inches (~69.0% screen-to-body ratio),Android,8,1,Li-Po 2600 mAh battery,
verykool,T7445,2017  June,7.0 inches (~66.2% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
BLU,Dash XL,2016  November,5.5 inches (~68.9% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
Lava,P7+,2016  June,5.0 inches (~66.9% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
Wiko,Tommy,2016  February,5.0 inches (~66.0% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
Wiko,Rainbow Jam 4G,2015  September,5.0 inches (~67.5% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
Wiko,Rainbow 4G,2014  September,5.0 inches (~63.8% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,160
Spice,Stellar 526 (Mi-526),2014  July,5.0 inches (~66.9% screen-to-body ratio),Android,8,1,Li-Po 2500 mAh battery,
BQ,Aquaris M4.5,2015,4.5 inches (~66.7% screen-to-body ratio),Android,8,1,Li-Po 2470 mAh battery,180
Posh,Titan Max HD E550,2015  July,5.5 inches (~70.8% screen-to-body ratio),Android,8,1,Li-Po 2400 mAh battery,
BLU,Studio J5,2016  November,5.0 inches (~66.1% screen-to-body ratio),Android,8,1,Li-Po 2300 mAh battery,
BLU,Studio M LTE,2016  August,5.0 inches (~65.5% screen-to-body ratio),Android,8,1,Li-Po 2300 mAh battery,
Wiko,Selfy 4G,2015  August,4.8 inches (~65.9% screen-to-body ratio),Android,8,1,Li-Po 2300 mAh battery,
Posh,Ultra 5.0 LTE L500,2015  July,5.0 inches (~66.0% screen-to-body ratio),Android,8,1,Li-Po 2230 mAh battery,
BLU,Studio G HD LTE,2016  August,5.0 inches (~66.0% screen-to-body ratio),Android,8,1,Li-Po 2200 mAh battery,
Posh,Titan HD E500,2014  July,5.0 inches (~68.8% screen-to-body ratio),Android,8,1,Li-Po 2100 mAh battery,
verykool,s5035 Spear,2017  April,5.0 inches (~65.3% screen-to-body ratio),Android,8,1,Li-Po 2000 mAh battery,
BLU,Studio G2 HD,2016  December,5.0 inches (~64.1% screen-to-body ratio),Android,8,1,Li-Po 2000 mAh battery,
QMobile,Noir X350,2015  April,4.5 inches (~64.3% screen-to-body ratio),Android,8,1,Li-Po 1800 mAh battery,110
QMobile,Noir i6,2014  May,4.5 inches (~62.2% screen-to-body ratio),Android,8,1,Li-Po 1800 mAh battery,120
Posh,Kick X511,2015  May,5.0 inches (~66.2% screen-to-body ratio),Android,8,1,Li-Po 1600 mAh battery,
alcatel,Pixi 4 Plus Power,2016  September,5.5 inches (~70.1% screen-to-body ratio),Android,8,1,Li-Ion 5000 mAh battery,
QMobile,Noir M300,2015  March,5.0 inches (~66.7% screen-to-body ratio),Android,8,1,Li-Ion 5000 mAh battery,160
Philips,V377,2015  December,5.0 inches (~64.2% screen-to-body ratio),Android,8,1,Li-Ion 5000 mAh battery,
Philips,V526,2015  August,5.0 inches (~64.8% screen-to-body ratio),Android,8,1,Li-Ion 5000 mAh battery,
QMobile,QTab V10,2015  May,7.85 inches,Android,8,1,Li-Ion 4700 mAh battery,120
QMobile,Noir M90,2014  September,5.0 inches (~66.4% screen-to-body ratio),Android,8,1,Li-Ion 4200 mAh battery,120
verykool,Kolorpad LTE TL8010,2016  July,8.0 inches (~70.2% screen-to-body ratio),Android,8,1,Li-Ion 4060 mAh battery,
Lava,X38,2016  July,5.0 inches,Android,8,1,Li-Ion 4000 mAh battery,
Intex,Aqua Power,2014  November,5.0 inches (~68.0% screen-to-body ratio),Android,8,1,Li-Ion 4000 mAh battery,
Huawei,MediaPad T3 7.0,2017  April,7.0 inches (~74.3% screen-to-body ratio),Android,8,1,Li-Ion 3100 mAh battery,130
Micromax,Canvas Fire 6 Q428,2016  October,5.0 inches (~65.1% screen-to-body ratio),Android,8,1,Li-Ion 3050 mAh battery,
Micromax,Vdeo 5,2017  February,5.5 inches (~70.0% screen-to-body ratio),Android,8,1,Li-Ion 3000 mAh battery,100
verykool,s6005 Cyprus II,2016  July,6.0 inches (~70.1% screen-to-body ratio),Android,8,1,Li-Ion 3000 mAh battery,
Micromax,Canvas Mega 2 Q426,2016  August,6.0 inches,Android,8,1,Li-Ion 3000 mAh battery,100
verykool,s5020 Giant,2015  December,5.0 inches (~62.1% screen-to-body ratio),Android,8,1,Li-Ion 3000 mAh battery,
Allview,P6 Energy Mini,2017  March,5.0 inches (~66.5% screen-to-body ratio),Android,8,1,Li-Ion 2950 mAh battery,
verykool,s5530 Maverick II,2016  June,5.5 inches (~68.3% screen-to-body ratio),Android,8,1,Li-Ion 2800 mAh battery,
QMobile,Linq L15,2015  July,5.0 inches (~67.9% screen-to-body ratio),Android,8,1,Li-Ion 2800 mAh battery,
Lava,X28 Plus,2017  February,5.5 inches (~69.0% screen-to-body ratio),Android,8,1,Li-Ion 2600 mAh battery,
verykool,s6004 Cyprus Jr.,2016  September,6.0 inches (~70.1% screen-to-body ratio),Android,8,1,Li-Ion 2600 mAh battery,
verykool,s5518Q Maverick,2015  November,5.5 inches (~68.1% screen-to-body ratio),Android,8,1,Li-Ion 2600 mAh battery,140
verykool,s5518 Maverick,2015  July,5.5 inches (~68.4% screen-to-body ratio),Android,8,1,Li-Ion 2600 mAh battery,140
Vodafone,Smart prime 7,2016  May,5.0 inches (~66.8% screen-to-body ratio),Android,8,1,Li-Ion 2540 mAh battery,100
Micromax,Canvas Selfie 4,2016  May,5.0 inches,Android,8,1,Li-Ion 2500 mAh battery,
Micromax,Canvas Unite 4,2016  June,5.0 inches,Android,8,1,Li-Ion 2500 mAh battery,
Micromax,Canvas Spark 3 Q385,2016  July,5.0 inches,Android,8,1,Li-Ion 2500 mAh battery,70
Celkon,Millennia Everest,2015  August,5.5 inches (~68.1% screen-to-body ratio),Android,8,1,Li-Ion 2500 mAh battery,
Celkon,Xion s CT695,2014  October,6.95 inches (~72.3% screen-to-body ratio),Android,8,1,Li-Ion 2500 mAh battery,
Lava,A97,2016  September,5.0 inches (~65.8% screen-to-body ratio),Android,8,1,Li-Ion 2350 mAh battery,
Lava,X17,2016  July,5.0 inches (~66.0% screen-to-body ratio),Android,8,1,Li-Ion 2350 mAh battery,
Yezz,5M,2016  November,5.0 inches (~66.2% screen-to-body ratio),Android,8,1,Li-Ion 2300 mAh battery,
verykool,s6001 Cyprus,2015  February,6.0 inches (~70.3% screen-to-body ratio),Android,8,1,Li-Ion 2300 mAh battery,
QMobile,Noir S5,2015  August,4.8 inches (~65.9% screen-to-body ratio),Android,8,1,Li-Ion 2300 mAh battery,130
Lava,A79,2016  May,5.5 inches (~68.4% screen-to-body ratio),Android,8,1,Li-Ion 2200 mAh battery,
verykool,s5030 Helix II,2016  June,5.0 inches (~65.1% screen-to-body ratio),Android,8,1,Li-Ion 2200 mAh battery,
QMobile,Noir i8,2015  May,4.7 inches (~63.2% screen-to-body ratio),Android,8,1,Li-Ion 2120 mAh battery,100
Wiko,Bloom2,2015  June,4.7 inches (~63.2% screen-to-body ratio),Android,8,1,Li-Ion 2120 mAh battery,
Unnecto,Air 5.5,2015  January,5.5 inches (~71.7% screen-to-body ratio),Android,8,1,Li-Ion 2100 mAh battery,
verykool,s5015 Spark II,2015  January,5.0 inches (~67.2% screen-to-body ratio),Android,8,1,Li-Ion 2100 mAh battery,180
verykool,s5034 Spear Jr.,2017  May,5.0 inches (~65.3% screen-to-body ratio),Android,8,1,Li-Ion 2050 mAh battery,
alcatel,U5,2017  February,5.0 inches (~68.2% screen-to-body ratio),Android,8,1,Li-Ion 2050 mAh battery,
Lava,A73,2017  February,5.0 inches (~65.0% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
verykool,s5007 Lotus Plus,2017  April,5.0 inches (~65.4% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
verykool,s5028 Bolt,2017  April,5.0 inches (~65.4% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
verykool,s5027 Bolt Pro,2017  April,5.0 inches (~65.4% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Micromax,Canvas Spark 4G Q4201,2016  November,5.0 inches (~65.8% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,70
Lava,A89,2016  May,5.0 inches (~65.8% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Lava,A82,2016  June,5.0 inches (~65.8% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Micromax,Bolt Q381,2016  July,5.0 inches,Android,8,1,Li-Ion 2000 mAh battery,
Micromax,Canvas Spark 2 Plus Q350,2016  July,5.0 inches,Android,8,1,Li-Ion 2000 mAh battery,50
Micromax,Bolt supreme 4 Q352,2016  July,5.0 inches,Android,8,1,Li-Ion 2000 mAh battery,
Plum,Compass,2016  December,5.0 inches (~65.0% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Vodafone,Smart Turbo 7,2016  August,5.0 inches (~67.7% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,60
QMobile,Noir S2,2015  November,5.0 inches (~68.1% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Celkon,Q54+,2015  March,5.0 inches (~65.1% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
QMobile,Noir LT600,2015  March,5.0 inches (~68.2% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,160
Celkon,Millennia Xplore,2015  July,5.0 inches (~64.1% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Celkon,Millennia OCTA510,2015  January,5.0 inches (~67.6% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
QMobile,Linq L10,2015  February,5.0 inches (~63.5% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,120
Spice,Stellar 520n (Mi-520n),2014  December,5.0 inches (~65.3% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,
Celkon,A500,2014  August,5.0 inches (~67.1% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,90
Karbonn,Titanium S19,2014  August,5.0 inches (~77.6% screen-to-body ratio),Android,8,1,Li-Ion 2000 mAh battery,110
QMobile,Noir X450,2015  May,5.0 inches (~64.9% screen-to-body ratio),Android,8,1,Li-Ion 1950 mAh battery,160
QMobile,Noir X700,2015  February,5.0 inches (~70.3% screen-to-body ratio),Android,8,1,Li-Ion 1920 mAh battery,150
verykool,sl5009 Jet,2015  September,5.0 inches (~64.6% screen-to-body ratio),Android,8,1,Li-Ion 1900 mAh battery,
Unnecto,Air 5.0,2015  January,5.0 inches (~67.1% screen-to-body ratio),Android,8,1,Li-Ion 1900 mAh battery,
verykool,s5014 Atlas,2015  February,5.0 inches (~60.4% screen-to-body ratio),Android,8,1,Li-Ion 1900 mAh battery,130
Lava,A76+,2016  October,4.5 inches (~63.1% screen-to-body ratio),Android,8,1,Li-Ion 1850 mAh battery,
verykool,s5017Q Dorado,2015  November,5.0 inches (~65.3% screen-to-body ratio),Android,8,1,Li-Ion 1850 mAh battery,110
verykool,s5017 Dorado,2015  August,5.0 inches (~64.4% screen-to-body ratio),Android,8,1,Li-Ion 1850 mAh battery,
Micromax,Spark Vdeo Q415,2017  March,4.5 inches (~61.8% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,60
Micromax,Vdeo 3,2017  January,4.5 inches (~64.1% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,80
Micromax,Vdeo 2,2016  December,4.5 inches,Android,8,1,Li-Ion 1800 mAh battery,70
Celkon,Q455L,2015  July,4.5 inches (~60.1% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,
QMobile,Noir X90,2015  January,5.0 inches,Android,8,1,Li-Ion 1800 mAh battery,80
QMobile,Noir X550,2015  January,4.7 inches (~63.3% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,120
QMobile,Noir LT150,2015  February,4.7 inches (~64.6% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,120
Celkon,Glory Q5,2014  October,5.0 inches (~66.1% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,
QMobile,Noir X400,2014  November,4.5 inches (~65.5% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,90
QMobile,Linq X300,2014  December,4.5 inches (~63.5% screen-to-body ratio),Android,8,1,Li-Ion 1800 mAh battery,110
Micromax,Bolt Selfie Q424,2016  May,4.5 inches,Android,8,1,Li-Ion 1750 mAh battery,
Yezz,4.5EL LTE,2016  November,4.5 inches (~61.9% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,
verykool,SL4500 Fusion,2015  March,4.5 inches (~64.6% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,160
QMobile,A1,2015  July,4.5 inches (~50.0% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,100
Unnecto,Air 4.5,2015  January,4.5 inches (~63.1% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,
Celkon,Millennia Hero,2015  August,4.0 inches (~56.9% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,
QMobile,Noir i7,2014  September,4.5 inches (~59.9% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,120
QMobile,Noir X500,2014  November,4.7 inches (~65.0% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,100
QMobile,Linq X100,2014  December,4.5 inches (~67.8% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,100
QMobile,Noir i10,2014  August,5.0 inches (~64.2% screen-to-body ratio),Android,8,1,Li-Ion 1700 mAh battery,120
Panasonic,T50,2016  March,4.5 inches (~63.9% screen-to-body ratio),Android,8,1,Li-Ion 1600 mAh battery,70
Micromax,Vdeo 1,2016  December,4.0 inches,Android,8,1,Li-Ion 1600 mAh battery,60
Lava,A55,2016  November,4.0 inches (~58.4% screen-to-body ratio),Android,8,1,Li-Ion 1550 mAh battery,
Lava,A44,2017  June,4.0 inches (~56.3% screen-to-body ratio),Android,8,1,Li-Ion 1500 mAh battery,5400
QMobile,Linq X70,2015  February,4.0 inches (~61.4% screen-to-body ratio),Android,8,1,Li-Ion 1500 mAh battery,90
Spice,Stellar 470 (Mi-470),2014  October,4.7 inches (~64.4% screen-to-body ratio),Android,8,1,Li-Ion 1500 mAh battery,
Celkon,Q44,2014,4.0 inches (~55.0% screen-to-body ratio),Android,8,1,Li-Ion 1500 mAh battery,
verykool,s4009 Crystal,2017  June,4.0 inches (~54.3% screen-to-body ratio),Android,8,1,Li-Ion 1200 mAh battery,
XOLO,Q2500,2014  March,6.0 inches (~71.2% screen-to-body ratio),Android,4,1,Removable Li-Po 3000 mAh battery,170
Prestigio,MultiPhone 7600 Duo,2014  Q1,6.0 inches (~70.6% screen-to-body ratio),Android,4,1,Removable Li-Po 2600 mAh battery,270
ZTE,Redbull V5 V9180,2014  April,5.0 inches (~69.8% screen-to-body ratio),Android,4,1,Removable Li-Po 2400 mAh battery,
Yezz,Andy A6M 1GB,2013  November,6.0 inches (~71.3% screen-to-body ratio),Android,4,1,Removable Li-Po 2400 mAh battery,
XOLO,Q1010,2014  February,5.0 inches (~66.5% screen-to-body ratio),Android,4,1,Removable Li-Po 2250 mAh battery,140
Lenovo,S920,2013  March,5.3 inches (~64.7% screen-to-body ratio),Android,4,1,Removable Li-Po 2250 mAh battery,250
Lenovo,A850,2013  August,5.5 inches (~68.5% screen-to-body ratio),Android,4,1,Removable Li-Po 2250 mAh battery,150
Allview,P6 Quad Plus,2014  January,4.65 inches (~63.1% screen-to-body ratio),Android,4,1,Removable Li-Po 2100 mAh battery,220
HTC,Desire 601 dual sim,2013  November,4.5 inches (~62.2% screen-to-body ratio),Android,4,1,Removable Li-Po 2100 mAh battery,270
Prestigio,MultiPhone 5300 Duo,2013,5.3 inches (~68.2% screen-to-body ratio),Android,4,1,Removable Li-Po 2100 mAh battery,180
Yezz,Andy C5V,2014  June,5.0 inches (~65.3% screen-to-body ratio),Android,4,1,Removable Li-Po 2020 mAh battery,
Huawei,Y635,2015  March,5.0 inches (~65.6% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,140
Oppo,Joy 3,2015  June,4.5 inches (~63.1% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,130
Huawei,Y625,2015  April,5.0 inches (~66.8% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,130
Lenovo,A328,2014  Q3,4.5 inches (~61.7% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,90
HTC,Desire 616 dual sim,2014  May,5.0 inches (~67.5% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,180
Lenovo,A680,2014  May,5.0 inches (~64.6% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,110
Lava,Iris Pro 30,2014  January,4.7 inches (~66.2% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,180
Oppo,Find 5 Mini,2014  January,4.7 inches (~65.4% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,240
Wiko,Rainbow,2014  February,5.0 inches (~63.8% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,
Lava,Iris Pro 20,2014  April,4.7 inches (~65.4% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,150
Lenovo,A526,2014  April,4.5 inches (~62.5% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,70
Lava,Iris 504q,2013  June,5.0 inches (~66.2% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,170
Xiaomi,Redmi,2013  July,4.7 inches (~64.4% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,100
XOLO,Q1000 Opus,2013  December,5.0 inches (~65.9% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,100
Huawei,Ascend P1 LTE,2012  October,4.3 inches (~58.8% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,150
Lenovo,A706,2013,4.5 inches (~59.5% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,150
Prestigio,MultiPhone 5044 Duo,2013,5.0 inches (~65.1% screen-to-body ratio),Android,4,1,Removable Li-Po 2000 mAh battery,200
HTC,Desire 516 dual sim,2014  June,5.0 inches (~68.4% screen-to-body ratio),Android,4,1,Removable Li-Po 1950 mAh battery,160
Huawei,Ascend G500,2012  November,4.3 inches (~60.3% screen-to-body ratio),Android,4,1,Removable Li-Po 1930 mAh battery,200
Prestigio,MultiPhone 4500 Duo,2013,4.5 inches (~63.2% screen-to-body ratio),Android,4,1,Removable Li-Po 1850 mAh battery,120
XOLO,Q900T,2014  May,4.7 inches (~67.3% screen-to-body ratio),Android,4,1,Removable Li-Po 1800 mAh battery,
XOLO,Q900,2013  October,4.7 inches (~63.5% screen-to-body ratio),Android,4,1,Removable Li-Po 1800 mAh battery,120
Sony,Xperia M,2013  June,4.0 inches (~57.3% screen-to-body ratio),Android,4,1,Removable Li-Po 1750 mAh battery,130
Yezz,Andy 4.5M,2014  July,4.5 inches (~62.2% screen-to-body ratio),Android,4,1,Removable Li-Po 1500 mAh battery,
Yezz,Andy A4.5 1GB,2013  November,4.5 inches (~64.5% screen-to-body ratio),Android,4,1,Removable Li-Po 1500 mAh battery,
T-Mobile,myTouch qwerty,Not officially announced yet,4.0 inches,Android,4,1,Removable Li-Ion battery,
alcatel,Fierce 2,2014  August,5.0 inches (~68.0% screen-to-body ratio),Android,4,1,Removable Li-Ion battery,90
Philips,W6610,2014  May,5.0 inches (~64.0% screen-to-body ratio),Android,4,1,Removable Li-Ion 5300 mAh battery,
Gionee,M2,2014,5.0 inches (~66.4% screen-to-body ratio),Android,4,1,Removable Li-Ion 4200 mAh battery,130
Prestigio,MultiPhone 5503 Duo,2014,5.0 inches (~65.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 4000 mAh battery,
Lenovo,P770,2012  November,4.5 inches (~62.6% screen-to-body ratio),Android,4,1,Removable Li-Ion 3500 mAh battery,140
alcatel,Pop S7,2014  February,5.0 inches (~67.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 3000 mAh battery,140
Micromax,A77 Canvas Juice,2013  November,5.0 inches,Android,4,1,Removable Li-Ion 3000 mAh battery,90
Gionee,Gpad G2,2013  May,5.3 inches (~73.2% screen-to-body ratio),Android,4,1,Removable Li-Ion 3000 mAh battery,160
Allview,P5 Qmax,2013  June,5.3 inches (~69.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 3000 mAh battery,230
Celkon,Q3000,2014,5.0 inches (~65.1% screen-to-body ratio),Android,4,1,Removable Li-Ion 3000 mAh battery,
Archos,64 Xenon,2014  February,6.4 inches (~73.0% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,240
Maxwest,Gravity 6,2014  April,6.0 inches (~72.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,
BLU,Quattro 5.7 HD,2013  February. Released 2013  February,5.7 inches| 5.70 (~67.0% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,220
BLU,Studio 5.3 S,2013  April,5.3 inches (~64.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,130
Icemobile,Gravity Pro,2013,4.02 inches (~41.7% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,
Archos,53 Platinum,2013,5.3 inches (~64.6% screen-to-body ratio),Android,4,1,Removable Li-Ion 2800 mAh battery,
LG,L80 Dual,2014  April,5.0 inches (~69.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 2540 mAh battery,120
Micromax,Canvas Pace 4G Q416,2015  November,5.0 inches (~66.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,
Panasonic,P55,2014  November,5.5 inches (~72.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,120
Lenovo,A850+,2014  March,5.5 inches (~72.2% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,160
Micromax,A109 Canvas XL2,2014  August,5.5 inches,Android,4,1,Removable Li-Ion 2500 mAh battery,
ZTE,Imperial,2013  June,4.0 inches (~57.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,230
ZTE,Grand X Quad V987,2013  June,5.0 inches (~69.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,200
alcatel,One Touch Scribe HD-LTE,2013  January,5.0 inches (~63.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,350
alcatel,One Touch Scribe X,2013  January,5.0 inches (~63.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,620
alcatel,One Touch Scribe HD,2013  January,5.0 inches (~63.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,220
Kyocera,Torque E6710,2013  January,4.0 inches (~51.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2500 mAh battery,270
LG,Optimus F3Q,2014  January,4.0 inches (~57.7% screen-to-body ratio),Android,4,1,Removable Li-Ion 2460 mAh battery,230
LG,Optimus F3,2013  June,4.0 inches (~63.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 2460 mAh battery,100
LG,Optimus F6,2013  August,4.5 inches (~66.2% screen-to-body ratio),Android,4,1,Removable Li-Ion 2460 mAh battery,200
Micromax,A119 Canvas XL,2014  January,6.0 inches (~71.4% screen-to-body ratio),Android,4,1,Removable Li-Ion 2450 mAh battery,170
XOLO,Q700i,2013  October,4.5 inches (~60.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2400 mAh battery,120
XOLO,Q700,2013  May,4.5 inches (~60.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2400 mAh battery,100
Philips,W7555,2013  December,4.5 inches (~59.6% screen-to-body ratio),Android,4,1,Removable Li-Ion 2400 mAh battery,220
Philips,W9588,2013  December,3.5 inches (~48.7% screen-to-body ratio),Android,4,1,Removable Li-Ion 2400 mAh battery,
BLU,Studio 5.5 S,2014  January,5.5 inches (~68.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2350 mAh battery,130
verykool,s5511 Juno Quatro,2014  October,5.5 inches (~71.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2300 mAh battery,
Maxwest,Gravity 5.5,2014  May,5.5 inches (~67.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2300 mAh battery,
Maxwest,Virtue Z5,2014  June,5.0 inches (~62.5% screen-to-body ratio),Android,4,1,Removable Li-Ion 2300 mAh battery,
Huawei,Ascend G730,2014  February,5.5 inches (~71.5% screen-to-body ratio),Android,4,1,Removable Li-Ion 2300 mAh battery,270
BLU,Studio 5.5,2013  September,5.5 inches (~66.8% screen-to-body ratio),Android,4,1,Removable Li-Ion 2250 mAh battery,120
Lenovo,S890,2013  January,5.0 inches (~65.0% screen-to-body ratio),Android,4,1,Removable Li-Ion 2250 mAh battery,230
Lenovo,A830,2013,5.0 inches (~64.2% screen-to-body ratio),Android,4,1,Removable Li-Ion 2250 mAh battery,140
BLU,Studio 5.0 LTE,2014  April,5.0 inches (~65.3% screen-to-body ratio),Android,4,1,Removable Li-Ion 2200 mAh battery,
alcatel,One Touch Snap LTE,2013  February,4.65 inches (~63.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2200 mAh battery,
Huawei,G610s,2013  July,5.0 inches (~65.9% screen-to-body ratio),Android,4,1,Removable Li-Ion 2150 mAh battery,150
