brand,model,OS,internal_memory,RAM,battery_mah,Screen,year,Price
Samsung,Galaxy Tab 3 Lite 7.0,Android,8,1,3600,7,2014,150
Lenovo,A7-30 A3300,Android,8,1,3500,7,2014,80
Asus,Zenfone Go ZB690KG,Android,8,1,3480,6.9,2016,120
Nokia,Lumia 1320,Windows Phone,8,1,3400,6,2013,210
alcatel,One Touch Tab 7 HD,Android,8,1,3300,7,2013,110
Motorola,DROID RAZR MAXX,Android,8,1,3300,4.3,2012,260
alcatel,POP 7 LTE,Android,8,1,3240,7,2016,130
alcatel,Pixi 8,Android,8,1,3240,8,2014,100
Micromax,Canvas Tab P470,Android,8,1,3200,7,2015,90
ZTE,Grand Xmax,Android,8,1,3200,6,2014,
ZTE,Iconic Phablet,Android,8,1,3200,5.7,2014,
Allview,P6 Pro,Android,8,1,3140,5,2015,100
Cat,S30,Android,8,1,3000,4.5,2015,340
Micromax,Q391 Canvas Doodle 4,Android,8,1,3000,6,2015,140
Maxwest,Gravity 5.5 LTE,Android,8,1,3000,5.5,2015,
Vodafone,Smart 4 max,Android,8,1,3000,6,2015,
BLU,Studio XL,Android,8,1,3000,6,2015,110
Sony,Xperia T2 Ultra,Android,8,1,3000,6,2014,230
Sony,Xperia T2 Ultra dual,Android,8,1,3000,6,2014,280
Gigabyte,GSmart Saga S3,Android,8,1,3000,6,2014,
Celkon,CT 7,Android,8,1,3000,7,2014,
Plum,Link II,Android,8,1,3000,7,2013,
Micromax,Canvas Selfie Lens Q345,Android,8,1,2800,5,2015,120
BLU,Studio C Super Camera,Android,8,1,2800,5,2015,
Plum,Link Plus,Android,8,1,2800,7,2014,
Maxwest,Tab Phone 72DC,Android,8,1,2800,7,2013,
Acer,Iconia Tab B1-710,Android,8,1,2640,7,2013,110
alcatel,Pixi 4 (7),Android,8,1,2580,7,2016,80
BLU,R1 HD,Android,8,1,2500,5,2016,
Meizu,M1,Android,8,1,2500,5,2015,100
Coolpad,Modena,Android,8,1,2500,5.5,2015,160
Panasonic,Eluga L2,Android,8,1,2500,5.5,2015,140
Panasonic,P81,Android,8,1,2500,5.5,2014,220
Sony,Xperia T3,Android,8,1,2500,5.3,2014,200
Sony,Xperia C3 Dual,Android,8,1,2500,5.5,2014,250
Sony,Xperia C3,Android,8,1,2500,5.5,2014,190
Yezz,Epic T7ED,Android,8,1,2500,7,2013,
Motorola,Moto G Dual SIM (3rd gen),Android,8,1,2470,5,2015,170
Motorola,Moto G (3rd gen),Android,8,1,2470,5,2015,170
Oppo,R3,Android,8,1,2410,5,2014,270
ZTE,V5 Lux,Android,8,1,2400,5,2015,210
Motorola,Moto E Dual SIM (2nd gen),Android,8,1,2390,4.5,2015,100
Motorola,Moto G 4G (2nd gen),Android,8,1,2390,5,2015,210
Motorola,Moto E (2nd gen),Android,8,1,2390,4.5,2015,130
Sony,Xperia SP,Android,8,1,2370,4.6,2013,180
Sony,Xperia E4g,Android,8,1,2300,4.7,2015,130
Sony,Xperia E4g Dual,Android,8,1,2300,4.7,2015,150
Sony,Xperia E4 Dual,Android,8,1,2300,5,2015,120
Sony,Xperia E4,Android,8,1,2300,5,2015,120
Micromax,Canvas Selfie 3 Q348,Android,8,1,2300,4.8,2015,
Sony,Xperia M2 dual,Android,8,1,2300,4.8,2014,180
Sony,Xperia M2,Android,8,1,2300,4.8,2014,170
Sony,Xperia M2 Aqua,Android,8,1,2300,4.8,2014,200
XOLO,Q1010i,Android,8,1,2250,5,2014,160
Huawei,SnapTo,Android,8,1,2200,5,2015,170
alcatel,Idol 2 S,Android,8,1,2150,5,2014,280
ZTE,Maven,Android,8,1,2100,4.5,2015,50
Panasonic,Eluga S,Android,8,1,2100,5,2014,150
Acer,Liquid Jade,Android,8,1,2100,5,2014,180
XOLO,Omega 5.0,Android,8,1,2100,5,2014,110
Motorola,Moto G (2nd gen),Android,8,1,2070,5,2014,160
Motorola,Moto G 4G,Android,8,1,2070,4.5,2014,160
Archos,50 Cobalt,Android,8,1,2000,5,2016,
Panasonic,Eluga L 4G,Android,8,1,2000,5,2015,190
Micromax,Canvas Fire 4 A107,Android,8,1,2000,4.5,2015,100
ZTE,Blade Apex 3,Android,8,1,2000,4.5,2015,110
HTC,Desire 626s,Android,8,1,2000,5,2015,190
Micromax,Canvas Fire 4G Plus Q412,Android,8,1,2000,4.7,2015,90
Oppo,A31,Android,8,1,2000,4.5,2015,150
Micromax,Canvas Spark Q380,Android,8,1,2000,4.7,2015,70
Micromax,A290 Canvas Knight Cameo,Android,8,1,2000,4.7,2014,150
Wiko,Highway Signs,Android,8,1,2000,4.7,2014,200
Huawei,Honor 4 Play,Android,8,1,2000,5,2014,100
Huawei,Ascend G535,Android,8,1,2000,4.5,2014,110
Allview,W1s,Windows Phone,8,1,2000,5,2014,
Huawei,Ascend G6 4G,Android,8,1,2000,4.5,2014,240
alcatel,Idol 2,Android,8,1,2000,5,2014,200
Motorola,Luge,Android,8,1,2000,4.3,2014,240
Motorola,DROID RAZR M,Android,8,1,2000,4.3,2012,250
Motorola,RAZR M XT905,Android,8,1,2000,4.3,2012,250
Motorola,RAZR i XT890,Android,8,1,2000,4.3,2012,180
Motorola,Electrify M XT905,Android,8,1,2000,4.3,2012,250
verykool,s5025 Helix,Android,8,1,1950,5,2015,
Karbonn,Titanium Mach Two S360,Android,8,1,1900,5,2015,140
Coolpad,Porto,Android,8,1,1800,4.7,2015,150
HTC,One VX,Android,8,1,1800,4.5,2012,290
Panasonic,Eluga Power,Android,8,1,1800,5,2012,500
Motorola,Photon Q 4G LTE XT897,Android,8,1,1785,4.3,2012,220
Vodafone,Smart speed 6,Android,8,1,1780,4.5,2015,70
Motorola,Electrify 2 XT881,Android,8,1,1780,4.3,2012,260
Motorola,ATRIX HD MB886,Android,8,1,1780,4.5,2012,220
HTC,DROID Incredible 4G LTE,Android,8,1,1700,4,2012,270
Panasonic,Eluga DL1,Android,8,1,1150,4.3,2012,360
HP,7 VoiceTab,Android,8,1,,6.95,2014,140
HP,Slate 7,Android,8,1,,7,2013,130
Vodafone,Smart Tab 4G,Android,8,1,4060,8,2014,
Posh,Titan Max HD E600,Android,8,1,3000,6,2014,
verykool,s5526 Alpha,Android,8,1,2800,5.5,2017,
verykool,s5524 Maverick III Jr.,Android,8,1,2800,5.5,2016,
verykool,s5525 Maverick III,Android,8,1,2800,5.5,2016,
Lava,X28,Android,8,1,2600,5.5,2016,
verykool,T7445,Android,8,1,2500,7,2017,
BLU,Dash XL,Android,8,1,2500,5.5,2016,
Lava,P7+,Android,8,1,2500,5,2016,
Wiko,Tommy,Android,8,1,2500,5,2016,
Wiko,Rainbow Jam 4G,Android,8,1,2500,5,2015,
Wiko,Rainbow 4G,Android,8,1,2500,5,2014,160
Spice,Stellar 526 (Mi-526),Android,8,1,2500,5,2014,
BQ,Aquaris M4.5,Android,8,1,2470,4.5,2015,180
Posh,Titan Max HD E550,Android,8,1,2400,5.5,2015,
BLU,Studio J5,Android,8,1,2300,5,2016,
BLU,Studio M LTE,Android,8,1,2300,5,2016,
Wiko,Selfy 4G,Android,8,1,2300,4.8,2015,
Posh,Ultra 5.0 LTE L500,Android,8,1,2230,5,2015,
BLU,Studio G HD LTE,Android,8,1,2200,5,2016,
Posh,Titan HD E500,Android,8,1,2100,5,2014,
verykool,s5035 Spear,Android,8,1,2000,5,2017,
BLU,Studio G2 HD,Android,8,1,2000,5,2016,
QMobile,Noir X350,Android,8,1,1800,4.5,2015,110
QMobile,Noir i6,Android,8,1,1800,4.5,2014,120
Posh,Kick X511,Android,8,1,1600,5,2015,
alcatel,Pixi 4 Plus Power,Android,8,1,5000,5.5,2016,
QMobile,Noir M300,Android,8,1,5000,5,2015,160
Philips,V377,Android,8,1,5000,5,2015,
Philips,V526,Android,8,1,5000,5,2015,
QMobile,QTab V10,Android,8,1,4700,7.85,2015,120
QMobile,Noir M90,Android,8,1,4200,5,2014,120
verykool,Kolorpad LTE TL8010,Android,8,1,4060,8,2016,
Lava,X38,Android,8,1,4000,5,2016,
Intex,Aqua Power,Android,8,1,4000,5,2014,
Huawei,MediaPad T3 7.0,Android,8,1,3100,7,2017,130
Micromax,Canvas Fire 6 Q428,Android,8,1,3050,5,2016,
Micromax,Vdeo 5,Android,8,1,3000,5.5,2017,100
verykool,s6005 Cyprus II,Android,8,1,3000,6,2016,
Micromax,Canvas Mega 2 Q426,Android,8,1,3000,6,2016,100
verykool,s5020 Giant,Android,8,1,3000,5,2015,
Allview,P6 Energy Mini,Android,8,1,2950,5,2017,
verykool,s5530 Maverick II,Android,8,1,2800,5.5,2016,
QMobile,Linq L15,Android,8,1,2800,5,2015,
Lava,X28 Plus,Android,8,1,2600,5.5,2017,
verykool,s6004 Cyprus Jr.,Android,8,1,2600,6,2016,
verykool,s5518Q Maverick,Android,8,1,2600,5.5,2015,140
verykool,s5518 Maverick,Android,8,1,2600,5.5,2015,140
Vodafone,Smart prime 7,Android,8,1,2540,5,2016,100
Micromax,Canvas Selfie 4,Android,8,1,2500,5,2016,
Micromax,Canvas Unite 4,Android,8,1,2500,5,2016,
Micromax,Canvas Spark 3 Q385,Android,8,1,2500,5,2016,70
Celkon,Millennia Everest,Android,8,1,2500,5.5,2015,
Celkon,Xion s CT695,Android,8,1,2500,6.95,2014,
Lava,A97,Android,8,1,2350,5,2016,
Lava,X17,Android,8,1,2350,5,2016,
Yezz,5M,Android,8,1,2300,5,2016,
verykool,s6001 Cyprus,Android,8,1,2300,6,2015,
QMobile,Noir S5,Android,8,1,2300,4.8,2015,130
Lava,A79,Android,8,1,2200,5.5,2016,
verykool,s5030 Helix II,Android,8,1,2200,5,2016,
QMobile,Noir i8,Android,8,1,2120,4.7,2015,100
Wiko,Bloom2,Android,8,1,2120,4.7,2015,
Unnecto,Air 5.5,Android,8,1,2100,5.5,2015,
verykool,s5015 Spark II,Android,8,1,2100,5,2015,180
verykool,s5034 Spear Jr.,Android,8,1,2050,5,2017,
alcatel,U5,Android,8,1,2050,5,2017,
Lava,A73,Android,8,1,2000,5,2017,
verykool,s5007 Lotus Plus,Android,8,1,2000,5,2017,
verykool,s5028 Bolt,Android,8,1,2000,5,2017,
verykool,s5027 Bolt Pro,Android,8,1,2000,5,2017,
Micromax,Canvas Spark 4G Q4201,Android,8,1,2000,5,2016,70
Lava,A89,Android,8,1,2000,5,2016,
Lava,A82,Android,8,1,2000,5,2016,
Micromax,Bolt Q381,Android,8,1,2000,5,2016,
Micromax,Canvas Spark 2 Plus Q350,Android,8,1,2000,5,2016,50
Micromax,Bolt supreme 4 Q352,Android,8,1,2000,5,2016,
Plum,Compass,Android,8,1,2000,5,2016,
Vodafone,Smart Turbo 7,Android,8,1,2000,5,2016,60
QMobile,Noir S2,Android,8,1,2000,5,2015,
Celkon,Q54+,Android,8,1,2000,5,2015,
QMobile,Noir LT600,Android,8,1,2000,5,2015,160
Celkon,Millennia Xplore,Android,8,1,2000,5,2015,
Celkon,Millennia OCTA510,Android,8,1,2000,5,2015,
QMobile,Linq L10,Android,8,1,2000,5,2015,120
Spice,Stellar 520n (Mi-520n),Android,8,1,2000,5,2014,
Celkon,A500,Android,8,1,2000,5,2014,90
Karbonn,Titanium S19,Android,8,1,2000,5,2014,110
QMobile,Noir X450,Android,8,1,1950,5,2015,160
QMobile,Noir X700,Android,8,1,1920,5,2015,150
verykool,sl5009 Jet,Android,8,1,1900,5,2015,
Unnecto,Air 5.0,Android,8,1,1900,5,2015,
verykool,s5014 Atlas,Android,8,1,1900,5,2015,130
Lava,A76+,Android,8,1,1850,4.5,2016,
verykool,s5017Q Dorado,Android,8,1,1850,5,2015,110
verykool,s5017 Dorado,Android,8,1,1850,5,2015,
Micromax,Spark Vdeo Q415,Android,8,1,1800,4.5,2017,60
Micromax,Vdeo 3,Android,8,1,1800,4.5,2017,80
Micromax,Vdeo 2,Android,8,1,1800,4.5,2016,70
Celkon,Q455L,Android,8,1,1800,4.5,2015,
QMobile,Noir X90,Android,8,1,1800,5,2015,80
QMobile,Noir X550,Android,8,1,1800,4.7,2015,120
QMobile,Noir LT150,Android,8,1,1800,4.7,2015,120
Celkon,Glory Q5,Android,8,1,1800,5,2014,
QMobile,Noir X400,Android,8,1,1800,4.5,2014,90
QMobile,Linq X300,Android,8,1,1800,4.5,2014,110
Micromax,Bolt Selfie Q424,Android,8,1,1750,4.5,2016,
Yezz,4.5EL LTE,Android,8,1,1700,4.5,2016,
verykool,SL4500 Fusion,Android,8,1,1700,4.5,2015,160
QMobile,A1,Android,8,1,1700,4.5,2015,100
Unnecto,Air 4.5,Android,8,1,1700,4.5,2015,
Celkon,Millennia Hero,Android,8,1,1700,4,2015,
QMobile,Noir i7,Android,8,1,1700,4.5,2014,120
QMobile,Noir X500,Android,8,1,1700,4.7,2014,100
QMobile,Linq X100,Android,8,1,1700,4.5,2014,100
QMobile,Noir i10,Android,8,1,1700,5,2014,120
Panasonic,T50,Android,8,1,1600,4.5,2016,70
Micromax,Vdeo 1,Android,8,1,1600,4,2016,60
Lava,A55,Android,8,1,1550,4,2016,
Lava,A44,Android,8,1,1500,4,2017,5400
QMobile,Linq X70,Android,8,1,1500,4,2015,90
Spice,Stellar 470 (Mi-470),Android,8,1,1500,4.7,2014,
Celkon,Q44,Android,8,1,1500,4,2014,
verykool,s4009 Crystal,Android,8,1,1200,4,2017,
LG,G Vista,Android,8,1.5,3200,5.7,2014,270
LG,G Vista (CDMA),Android,8,1.5,3200,5.7,2014,300
Samsung,Galaxy On7,Android,8,1.5,3000,5.5,2015,180
Samsung,Galaxy Grand Prime Plus,Android,8,1.5,2600,5,2016,140
Samsung,Galaxy J2 Prime,Android,8,1.5,2600,5,2016,130
Samsung,Galaxy J2 (2016),Android,8,1.5,2600,5,2016,150
Samsung,Galaxy On5,Android,8,1.5,2600,5,2015,140
Samsung,Galaxy Grand 2,Android,8,1.5,2600,5.25,2013,180
Samsung,Galaxy Mega 5.8 I9150,Android,8,1.5,2600,5.8,2013,280
Samsung,Galaxy S4 zoom,Android,8,1.5,2330,4.3,2013,280
LG,G4 Beat,Android,8,1.5,2300,5.2,2015,160
Samsung,Galaxy Xcover 3 G389F,Android,8,1.5,2200,4.5,2016,
Samsung,Galaxy Xcover 3,Android,8,1.5,2200,4.5,2015,220
Samsung,Galaxy Express 2,Android,8,1.5,2100,4.5,2013,210
Samsung,Galaxy Win Pro G3812,Android,8,1.5,2100,4.5,2013,170
HTC,Desire 526,Android,8,1.5,2000,4.7,2015,110
Kyocera,Hydro Life,Android,8,1.5,2000,4.5,2014,
Samsung,Galaxy S4 mini I9195I,Android,8,1.5,1900,4.3,2015,190
Samsung,I9190 Galaxy S4 mini,Android,8,1.5,1900,4.3,2013,230
Samsung,Galaxy Folder,Android,8,1.5,1800,3.8,2015,260
HTC,Desire 816 dual sim,Android,8,1.5,2600,5.5,2014,250
HTC,Desire 816,Android,8,1.5,2600,5.5,2014,250
Samsung,Galaxy Tab A 7.0 (2016),Android,8,1.5,4000,7,2016,130
Samsung,Galaxy Tab J,Android,8,1.5,4000,7,2016,
Samsung,Galaxy J Max,Android,8,1.5,4000,7,2016,220
BlackBerry,Z3,BlackBerry,8,1.5,2500,5,2014,110
Sharp,Aquos Crystal,Android,8,1.5,2040,5,2014,180
HTC,Desire 625,Android,8,1.5,2000,5,2016,70
alcatel,Idol 3 (4.7),Android,8,1.5,2000,4.7,2015,200
Xiaomi,Redmi Note 4G,Android,8,2,3100,5.5,2014,160
Lenovo,A7000,Android,8,2,2900,5.5,2015,150
XOLO,Era X,Android,8,2,2500,5,2016,
Huawei,Honor 3C,Android,8,2,2300,5,2013,140
XOLO,Cube 5.0,Android,8,2,2100,5,2015,
XOLO,Play 6X-1000,Android,8,2,2100,5,2014,
Lava,X3,Android,8,2,2500,5,2016,100
Micromax,A310 Canvas Nitro,Android,8,2,2500,5,2014,170
Samsung,Galaxy K zoom,Android,8,2,2430,4.8,2014,440
ZTE,Grand S Pro,Android,8,2,2300,5,2014,
ZTE,Grand X Plus Z826,Android,8,2,2300,5,2014,
Sony,Xperia ZR,Android,8,2,2300,4.55,2013,230
ZTE,Geek V975,Android,8,2,2300,5,2013,
Huawei,Honor 2,Android,8,2,2230,4.5,2012,150
Gigabyte,GSmart GX2,Android,8,2,2200,5,2014,
Huawei,Honor 3,Android,8,2,2150,4.7,2013,230
Huawei,Ascend G700,Android,8,2,2150,5,2013,190
Micromax,Canvas Amaze Q395,Android,8,2,2000,5,2015,
Samsung,Galaxy Camera 2 GC200,Android,8,2,2000,4.8,2014,330
Prestigio,Multipad 4 Quantum 9.7,Android,8,2,8000,9.7,2013,200
Lava,Fuel F1,Android,8,2,4000,5,2015,
Huawei,Honor 4X,Android,8,2,3000,5.5,2014,200
Lenovo,S60,Android,8,2,2150,5,2015,280
Asus,Zenfone 5 A501CG,Android,8,2,2110,5,2015,120
YU,Yunique Plus,Android,8,2,2000,4.7,2016,80
Huawei,Ascend Mate,Android,8,2,4050,6.1,2013,230
Micromax,Canvas Juice 4G Q461,Android,8,2,4000,5,2016,
XOLO,Era 4K,Android,8,2,4000,5,2016,
Micromax,Canvas Juice 3 Q392,Android,8,2,4000,5,2015,
alcatel,Hero,Android,8,2,3400,6,2013,370
Micromax,Canvas Juice 2 AQ5001,Android,8,2,3000,5,2015,130
Cat,S50,Android,8,2,2630,4.7,2014,460
Huawei,Honor 4C,Android,8,2,2550,5,2015,170
Coolpad,Shine,Android,8,2,2500,5.5,2015,200
Sony,Xperia M4 Aqua,Android,8,2,2400,5,2015,200
Sony,Xperia M4 Aqua Dual,Android,8,2,2400,5,2015,220
BlackBerry,Q5,BlackBerry,8,2,2180,3.1,2013,150
Lava,X50,Android,8,2,2800,5.5,2016,
Lava,X46,Android,8,2,2500,5,2016,
Lava,X11,Android,8,2,2500,5,2016,
Lava,V2 s,Android,8,2,2500,5,2016,
Lava,X19,Android,8,2,2200,5,2016,
Samsung,M130L Galaxy U,Android,8,,1500,3.7,2010,220
Motorola,DROID 2,Android,8,,1400,3.7,2010,180
Samsung,Focus 2 I667,Windows Phone,8,,1750,4,2012,110
LG,GW910,Windows Phone,8,,1500,3.5,2010,120
Samsung,M130K Galaxy K,Android,8,,1500,3.7,2010,180
LG,Optimus Mach LU3000,Android,8,,1500,3.8,2010,130
Motorola,PRO,Android,8,,1420,3.1,2011,150
Acer,Allegro,Windows Phone,8,,1300,3.6,2011,140
HTC,Droid Incredible,Android,8,,1300,3.7,2010,80
Vertu,Constellation Quest,Symbian,8,,1500,2.46,2010,6140
Nokia,E7,Symbian,16,0.25,1200,4,2010,150
Nokia,N8,Symbian,16,0.25,1200,3.5,2010,140
Motorola,DROID BIONIC XT865,Android,16,0.5,1930,4.3,2011,250
Motorola,DROID BIONIC XT875,Android,16,0.5,1735,4.3,2011,210
Samsung,Focus S I937,Windows Phone,16,0.5,1650,4.3,2011,130
HTC,Titan,Windows Phone,16,0.5,1600,4.7,2011,140
Motorola,DROID 3,Android,16,0.5,1540,4,2011,200
Dell,Streak,Android,16,0.5,1530,5,2010,190
Samsung,Google Nexus S I9020A,Android,16,0.5,1500,4,2011,270
Samsung,Google Nexus S 4G,Android,16,0.5,1500,4,2011,150
Motorola,Milestone XT883,Android,16,0.5,1500,4,2011,230
LG,C900 Optimus 7Q ,Windows Phone,16,0.5,1500,3.5,2010,
LG,Quantum,Windows Phone,16,0.5,1500,3.5,2010,80
LG,E900 Optimus 7,Windows Phone,16,0.5,1500,3.8,2010,120
Samsung,i897 Captivate,Android,16,0.5,1500,4,2010,170
Samsung,Vibrant,Android,16,0.5,1500,4,2010,150
Samsung,Google Nexus S,Android,16,0.5,1500,4,2010,170
Nokia,800c,Windows Phone,16,0.5,1450,3.7,2012,170
Apple,iPhone 4 CDMA,iOS,16,0.5,1420,3.5,2011,150
Lenovo,IdeaPad A1,Android,16,0.5,,7,2011,170
Samsung,P1000 Galaxy Tab,Android,16,0.5,4000,7,2010,150
Yezz,Epic T7,Android,16,0.5,2600,7,2013,
Nokia,Lumia 900 AT&T,Windows Phone,16,0.5,1830,4.3,2012,160
Nokia,Lumia 900,Windows Phone,16,0.5,1830,4.3,2012,160
Nokia,Lumia 800,Windows Phone,16,0.5,1450,3.7,2011,140
HTC,Sensation XL,Android,16,0.75,1600,4.7,2011,170
Motorola,DROID RAZR MAXX HD,Android,16,1,3300,4.7,2012,270
Asus,Memo,Android,16,1,4400,7,2012,170
Allview,P5 Energy,Android,16,1,4000,4.5,2015,140
Allview,V2 Viper X,Android,16,1,3150,5.5,2015,250
Spice,Mi-535 Stellar Pinnacle Pro,Android,16,1,2550,5.3,2013,210
BLU,Life Pro,Android,16,1,2500,5,2013,210
XOLO,Q1000s,Android,16,1,2500,5,2013,170
Allview,X2 Soul Lite,Android,16,1,2400,5,2015,160
Lenovo,A6600,Android,16,1,2300,5,2016,110
Allview,P6 eMagic,Android,16,1,2300,5,2016,
Gionee,Pioneer P5L,Android,16,1,2300,4.7,2014,
Orange,Rono,Android,16,1,2300,5,2014,
Posh,Icon HD X551,Android,16,1,2100,5.5,2015,
BLU,Studio M HD,Android,16,1,2000,5,2016,80
Lava,Iris Pro 30+,Android,16,1,2000,4.7,2014,150
Motorola,ATRIX,Android,16,1,1930,4,2011,170
Motorola,ATRIX 4G,Android,16,1,1930,4,2011,190
Asus,PadFone mini,Android,16,1,1500,4.3,2013,290
Samsung,Galaxy S II Skyrocket HD I757,Android,16,1,,4.65,2012,430
Orange,San Diego,Android,16,1,,4,2012,190
Samsung,Galaxy S II X T989D,Android,16,1,,4.52,2011,180
LG,Ray,Android,16,1,3000,5.5,2015,190
Gionee,Pioneer P2M,Android,16,1,3000,4,2015,
HP,Slate6 VoiceTab II,Android,16,1,3000,6,2014,200
HP,Slate6 VoiceTab,Android,16,1,3000,6,2014,270
BLU,Life View,Android,16,1,2600,5.7,2013,230
Micromax,A240 Canvas Doodle 2,Android,16,1,2600,5.7,2013,230
Spice,Mi-530 Stellar Pinnacle,Android,16,1,2550,5.3,2013,190
Samsung,Galaxy Note T879,Android,16,1,2500,5.3,2012,350
Samsung,Galaxy Note I717,Android,16,1,2500,5.3,2012,350
Samsung,Galaxy Note N7000,Android,16,1,2500,5.3,2011,270
Huawei,Ascend P2,Android,16,1,2420,4.7,2013,210
Plum,Coach Pro,Android,16,1,2400,6,2014,
LG,K10,Android,16,1,2300,5.3,2016,170
Lenovo,K3,Android,16,1,2300,5,2014,80
Samsung,Ativ S I8750,Windows Phone,16,1,2300,4.8,2012,220
Archos,50 Oxygen,Android,16,1,2300,5,2013,
Icemobile,Prime 5.5,Android,16,1,2250,5.46,2014,
Nokia,Lumia 830,Windows Phone,16,1,2200,5,2014,330
Plum,Might Pro,Android,16,1,2200,5,2014,
LG,Spectrum II 4G VS930,Android,16,1,2150,4.7,2012,170
LG,Optimus 4X HD P880,Android,16,1,2150,4.7,2012,220
Pantech,Discover,Android,16,1,2100,4.8,2013,370
Samsung,I9300 Galaxy S III,Android,16,1,2100,4.8,2012,190
Xiaomi,Mi 2A,Android,16,1,2030,4.5,2013,
Pantech,Vega Racer 2 IM-A830L,Android,16,1,2020,4.8,2012,340
LG,X3,Android,16,1,2000,4.7,2014,
QMobile,Noir i6 Metal HD,Android,16,1,2000,5,2016,
Gionee,Pioneer P3S,Android,16,1,2000,4.5,2015,
Allview,V2 Viper,Android,16,1,2000,4.7,2015,200
Allview,V2 Viper i,Android,16,1,2000,5,2015,120
Gionee,Pioneer P5W,Android,16,1,2000,5,2015,90
Huawei,Honor Holly,Android,16,1,2000,5,2014,100
Karbonn,Titanium Octane,Android,16,1,2000,5,2014,170
Huawei,Honor 3C Play,Android,16,1,2000,5,2014,130
Micromax,Canvas 4 A210,Android,16,1,2000,5,2013,230
Samsung,ATIV S Neo,Windows Phone,16,1,2000,4.77,2013,310
HTC,One XC,Android,16,1,2000,4.7,2012,200
Celkon,Q455,Android,16,1,2000,4.5,2014,100
Lenovo,K800,Android,16,1,1900,4.5,2012,190
Samsung,Galaxy S II HD LTE,Android,16,1,1850,4.65,2011,180
Samsung,Galaxy S II LTE i727R,Android,16,1,1850,4.5,2011,160
Samsung,Galaxy S II Skyrocket i727,Android,16,1,1850,4.5,2011,180
Samsung,Galaxy S II LTE I9210,Android,16,1,1850,4.5,2011,200
Samsung,Galaxy S II T989,Android,16,1,1850,4.52,2011,160
Pantech,Vega LTE EX IM-A820L,Android,16,1,1830,4.5,2012,230
HTC,J,Android,16,1,1810,4.3,2012,220
Nokia,Lumia 822,Windows Phone,16,1,1800,4.3,2012,320
Casio,G'zOne CA-201L,Android,16,1,1800,4,2013,270
BLU,Quattro 4.5 HD,Android,16,1,1800,4.5,2013,260
BLU,Life Play X,Android,16,1,1800,4.7,2013,200
Samsung,I929 Galaxy S II Duos,Android,16,1,1800,4.52,2011,190
Samsung,Galaxy S II Epic 4G Touch,Android,16,1,1800,4.52,2011,130
Celkon,Q470,Android,16,1,1800,4.7,2014,
Gionee,Elife E3,Android,16,1,1800,4.7,2013,180
Samsung,I9500 Fraser,Tizen,16,1,1750,4.65,2012,
Samsung,Galaxy Nexus I9250M,Android,16,1,1750,4.65,2012,240
Sony,Xperia TX,Android,16,1,1750,4.55,2012,330
Samsung,Galaxy Nexus I9250,Android,16,1,1750,4.65,2011,180
HTC,Amaze 4G,Android,16,1,1730,4.3,2011,180
Sony,Xperia GX SO-04D,Android,16,1,1700,4.6,2012,290
LG,Optimus LTE Tag,Android,16,1,1700,4.3,2012,130
Motorola,Photon 4G MB855,Android,16,1,1700,4.3,2011,270
Samsung,Galaxy S II 4G I9100M,Android,16,1,1700,4.3,2011,260
Pantech,Burst,Android,16,1,1650,4,2012,270
Samsung,I9100G Galaxy S II,Android,16,1,1650,4.3,2011,220
Samsung,I9100 Galaxy S II,Android,16,1,1650,4.3,2011,170
Samsung,Galaxy S II I777,Android,16,1,1650,4.3,2011,170
HTC,Velocity 4G,Android,16,1,1620,4.5,2012,200
HTC,Velocity 4G Vodafone,Android,16,1,1620,4.5,2012,160
HTC,Raider 4G,Android,16,1,1620,4.5,2011,230
HTC,Vivid,Android,16,1,1620,4.5,2011,160
HTC,Rezound,Android,16,1,1620,4.3,2011,160
LG,Optimus 3D Cube SU870,Android,16,1,1520,4.3,2012,210
Toshiba,Excite Pure,Android,16,1,,10.1,2013,230
Toshiba,Excite 10 SE,Android,16,1,,10.1,2012,250
Asus,Transformer TF101,Android,16,1,,10.1,2011,280
Asus,Transformer Pad TF300T,Android,16,1,,10.1,2012,290
Asus,Transformer Pad TF300TG,Android,16,1,,10.1,2012,
Asus,Memo Pad Smart 10,Android,16,1,,10.1,2013,230
Asus,Memo Pad 8 ME181C,Android,16,1,,8,2014,150
Asus,Memo Pad HD7 16 GB,Android,16,1,,7,2013,130
Acer,Iconia Tab A511,Android,16,1,9800,10.1,2012,250
Acer,Iconia Tab A510,Android,16,1,9800,10.1,2012,230
Prestigio,MultiPad 9.7 Ultra Duo,Android,16,1,7800,9.7,2013,
Acer,Iconia Tab A3,Android,16,1,7300,10.1,2013,190
Prestigio,MultiPad 4 Quantum 10.1 3G,Android,16,1,7000,10.1,2014,220
HP,Slate10 HD,Android,16,1,7000,10,2013,220
Samsung,Galaxy Tab 2 10.1 P5100,Android,16,1,7000,10.1,2012,290
Samsung,Galaxy Tab 10.1 LTE I905,Android,16,1,6800,10.1,2011,290
Prestigio,MultiPad 10.1 Ultimate 3G,Android,16,1,6400,10.1,2013,230
Prestigio,MultiPad 10.1 Ultimate,Android,16,1,6400,10.1,2013,190
Lenovo,IdeaTab S6000F,Android,16,1,6350,10.1,2013,220
Lenovo,IdeaTab S6000L,Android,16,1,6350,10.1,2013,190
Lenovo,IdeaTab S6000,Android,16,1,6350,10.1,2013,
